"ph","Hardness","Solids","Chloramines","Sulfate","Conductivity","Organic_carbon","Trihalomethanes","Turbidity","Potability"
0.271442836631689,1,0.38105322895991,0.371687082103074,0.497365882196474,0.447673111787766,0.386086759051251,0.686471533291535,0.246968847503997,"No Potable"
0.493970385656259,0.165310200034514,0.440820531360098,0.345230165013424,0.497365882196474,0.507253518412434,0.954053739984926,0.330997182599619,0.249565698639533,"No Potable"
0.844347816313051,0.511649555957462,0.547343819898865,0.372885708263852,0.457476167406245,0.442084053570954,0.620231241766859,0.0470065703433491,0.583440114275627,"No Potable"
0.493970385656259,0.732941172962504,0.255734535225541,0.182791353487771,0.314508510694138,0.339813289440758,0.724137377839634,0.200537954990941,0.391569060896616,"No Potable"
0.226521956487871,0.488165008248328,0.367054449253927,0.609772386938343,0.371849941396656,0.309054428390013,0.270071772056888,0.411528607927184,0.609560866819714,"No Potable"
0.511289780036812,0.763273334655167,0.639380025783795,0.46136724479248,0.892262679255027,0.302403238847986,0.320866519883878,0.49351754628835,0.785820568573134,"No Potable"
0.946946553769496,0.538039646262292,0.216867902821747,0.469948472858464,0.52711182629014,0.304901482619488,1,0.56464488022579,0.66987691921006,"No Potable"
0.136483446235891,0.415804992575088,0.477354381829753,0.199390508243874,0.497365882196474,0.457307531976427,0.742467068963636,0.503187823013995,0.635013510577797,"No Potable"
0.284765932317328,0.62614911993059,0.792737867668657,0.507949467635268,0.497365882196474,0.67421241430749,0.601799007917939,0.635859385869158,0.539534762758197,"No Potable"
0.481160717427486,0.580865725366439,0.230375871733367,0.165598521225436,0.363825523222437,0.429821565527704,0.442874735654328,0.75892657536149,0.317485741598285,"No Potable"
1,0.353181137111356,0.346831642470352,0.304981556587198,0.301841959831874,0.284686233442459,0.265082511130643,0.64755581305544,0.507014850762892,"No Potable"
0.493970385656259,0.0801506778225202,0.765989671120645,0.399466859785019,0.280684954205984,0.600307288653411,0.738636824716887,0.571763258118438,0.602669953229686,"No Potable"
0.764289812602439,0.521551161787427,0.476630872040774,0.222504368349429,0.380919467454352,0.458974008389149,0.469756163558766,0.266143364238422,0.418942816455023,"No Potable"
0.493970385656259,0.321868646189954,0.610442566955608,0.49057479654054,0.245279517826175,0.413904304167513,0.604096305943503,0.613296398098153,0.282681889153466,"No Potable"
0.615514518123078,0,0.262690730945639,0.259890354594686,0,0.890875545965817,0.238394120533466,0.49284479496928,0.141109262997693,"No Potable"
0.433845271389183,0.175082682889498,0.43923699279519,0.228286268423545,0.156905450828387,0.76325576415025,0.312454666506828,0.563318513461669,0.446274989229869,"No Potable"
0.825509553384066,0.59389943619404,0.260602708996073,0.513791539110267,0.545145087065484,0.72390884062087,0.720598722410766,0.262447030409813,0.458636087623384,"No Potable"
1,0.406662594034175,0.482189649651995,0.483660867722611,0.549939605706514,0.570639408305005,0.620836004464868,0.0953199658183461,0.498743887040244,"No Potable"
0.564430975108131,0.897652418694159,0.680634495869701,0.784027416373335,0.497365882196474,0.458872718791059,0.590316760161711,0.49954910275593,0.691204513416193,"No Potable"
0.727167509475321,0.761045537584432,0.639364514523041,0.646122551156736,0.859774077190029,0.623980031005198,0.0383088570849957,0.155751724169756,0.493067473277785,"No Potable"
0.174315939430385,0.459364340793503,0.53925911609419,0.513712211666729,0.433562166499998,0.460293786969467,0.161878254433635,0.909240324692944,0.615657287788352,"No Potable"
0.493970385656259,0.255394157064556,0.373901049118742,0.652765441905174,0.246959818608032,0.364792982589742,0.417190833413768,0.56318852461233,0.602622741039544,"No Potable"
0.493970385656259,0.238156090666442,0.45463662667416,0.63411110019997,0.497365882196474,0.212250550635622,0.628595602982348,0.412144820838215,0.528260266162006,"No Potable"
0.00266447531642713,0.73007705955428,0.714967296347518,0.484111142163626,0.609783418407951,0.167591950049306,0.240774924559373,0.463608629147388,0.484175218670871,"No Potable"
0.392847686104859,0.602084951042957,0.463808259399301,0.280424701746874,0.454269676470954,0.382762735445923,0.469187459394594,0,0.489094434720093,"No Potable"
0.493970385656259,0.705482355235204,0.7955069075293,0.712543122252588,0.884513829242641,0.225641635276074,0.645561718371755,0.498564679416828,0.473031266608755,"No Potable"
0.754058978470788,0.489858216496958,0.546726356092205,0.639718904623051,0.497365882196474,0.445247278709991,0.392530051337304,0.272510492569618,0.619729551421212,"No Potable"
0.658866042630869,0.0666457494772515,0.726405171448479,0.426172774528273,0.497365882196474,0.483793154414673,0.322341182667641,0.645086473007171,0.523258710017549,"No Potable"
0.363430043877493,0.597619440992158,0.482895613703412,0.594698209424022,0.497365882196474,0.367188360065477,0.534578525178525,0.465241533009889,0.793622337346551,"No Potable"
0.183530945262626,0.762516444724991,0.776281107520128,0.734233188317967,0.805586814463324,1,0.446650881045543,0.623191593776798,0.767921669107249,"No Potable"
0.493970385656259,0,0.60882184399063,0.66304064546131,0.497365882196474,0.634008857469274,0.335224152105692,0.515146035929496,0.653397287247151,"No Potable"
0.493970385656259,0.590674577326305,0.28104428040563,0.17055581135502,0.449095436422686,0.305197408257439,0.596475948496161,0.290714250786689,0.375006876223771,"No Potable"
0.529466846173355,0.394082656865923,0.553658092693348,0.338479347288857,0.616615744313394,0.666768974504849,0.665632573454373,0.304383806590995,0.421353870354776,"No Potable"
0.513596973070929,0.414171616117719,0.144288242221298,0.0826196513068701,0.0784078397325256,0.509204425984551,0.248872873207197,0.791951337006167,0.47993504417996,"No Potable"
0.285054620117149,0,0.739203627996704,0.491112964399147,0.224686004078537,0.673653254871476,0.204470001077251,0.26884279823334,0.544200570991871,"No Potable"
0.365517400057182,0.086767786747568,0.429994192102725,0.496391015682588,0.247613429247399,0.786258759114698,0.487303779297158,0.390602951277395,0.819584838166011,"No Potable"
0.752150347249573,0.785492148425969,0.509158306383332,0.550014781417624,0.497365882196474,0.347445160871286,0.744480693642796,0.540596151932916,0.477243018516994,"No Potable"
0.493970385656259,0.641534792925131,0.326628194633499,0.308446167604608,0.580368256732708,0.503123905449046,0.581264281921321,0.283890665417584,0.661676292460658,"No Potable"
0.472283724075325,0.591676919539305,0.569070037180321,0.455327042372518,0.497365882196474,0.412222579168057,0.479020983575483,0.798045014494192,0.748151859751037,"No Potable"
0,0.261238922594317,0.510183058391145,0.462329575366597,0.145420819301451,0.249297060075794,0.244008909884484,0.664766304460817,0.451112989459668,"No Potable"
0,0.292052904213888,0.845662575361071,0.445082889613629,0.447086644612079,0.594348633748054,0.514222559162704,0.299200876434849,0.427594047311086,"No Potable"
0.402840792149049,0.37395418136555,0.542498376567474,0.328396603359109,0.357765377520713,0.615929185601627,0.607627025188762,0.388513045867264,0.10480628295209,"No Potable"
0.538141649261507,0.630370868610254,0.709543906251288,0.845149706584151,0.824394141281357,0.504631397465379,0.203965408599367,0.53561733743671,0.391184518870863,"No Potable"
0,0.732346871755643,0.637341320694235,0.575885363850099,0.497365882196474,0.471186587523631,0.572360653000843,0.345675145972146,0.745954942785334,"No Potable"
0.255909652270321,0.324004373159015,0.274329475051156,0.576676653749596,0.497365882196474,0.542666234780281,0.710790180430967,0.498564679416828,0.450259830789412,"No Potable"
0.552613835517326,0.551502935857566,0.207705842758607,0.422611170535031,0.332631528650551,0.67315202465988,0.345298579599983,0.680451554265073,0.453424302500404,"No Potable"
0.327758832355427,0.89049816991626,0.605402783256791,0.566346463817854,0.87485189164226,0.694634678711165,0.385629746576494,0.697471183769513,0.270098050117885,"No Potable"
0.393476542766728,0.104911865549889,0.528102509881036,0.249252722432938,0,0.822332534588468,0.250779097444662,0.854282711651046,0.552140374877335,"No Potable"
0.364319367983142,0.491578478739536,0.287474691893749,0.595371904668215,0.497365882196474,0.485951615922028,0.121310606667358,0.548582139454157,0.415733380243747,"No Potable"
0.451169124780173,0.721741039892041,0.60296298875236,0.596081726398942,0.625447089173813,0.589719051384041,0.47507922484941,0.476960894709745,0.72311801657763,"No Potable"
0.946636640544485,0.51520869851523,0.475149294682384,0.459582649608348,0.465743356011549,0.514527981554577,0.592073223071088,0.408026421374151,0.362223748345631,"No Potable"
0.983801691380948,1,0.277042540471762,0.441379190087976,0.987424210326202,0.637206896327765,0.223716719174169,0.515768258898079,0.743363013988953,"No Potable"
0.758711566345889,0.560342975674062,0.635509327825818,0.39990880606419,0.827897822589514,0.67916703716156,0.457813851976108,0.196841691065543,0.166467912706758,"No Potable"
0.493970385656259,0.507664994216269,0.378162500483226,0.567680399399854,0.466508466808014,0.82602551760757,0.364157037626387,0.530629762339711,0.597563408664748,"No Potable"
0.493970385656259,0.514748055700439,0.660533734696165,0.468368811913608,0.676946772599612,0.493421886113675,0.216981447763892,0.358098861874103,0.355071300073943,"No Potable"
0.347050287546324,0.758438695382715,0.45148235772947,0.668138300156339,0.497365882196474,0.214240620969536,0.775962442516602,0.830697565432837,0.312083052948992,"No Potable"
0.806605530216257,0.854485476791859,0.62106388779575,0.432982570083628,0.798976423943964,0.854470279249712,0.602074063482227,0.405930627253729,0.0401289585303034,"No Potable"
0.481083376746764,0.540105751353366,0.253604387453911,0.295541657962313,0.278792324652982,0.774388879244221,0.225951170857003,0.366387535934432,0.425007815151041,"No Potable"
0.353523448171738,0.507013932455199,0.592369862729046,0.558622695845242,0.466144543409475,0.767774559785427,0.584853885100373,0.182881969793751,0.8275111455817,"No Potable"
0.500630003237907,0.650134311990065,0.529138282388302,0.381845255883304,0.561931210310844,0.30459628149554,0.296858347323592,0.795228189793283,0.687272830549118,"No Potable"
0.251072332792033,0.117269254559476,0.475483479807091,0.634123269093098,0.100967821025852,0.537842705264808,0.530529526752551,0.770121673226861,0.758523883087533,"No Potable"
0.520676317409604,0.0201073758708009,0.546088936907277,0.384440232710571,0.169795561538719,0.488518511395349,0.462789311666258,0.463492096209164,0.438723360128893,"No Potable"
0.830325122852903,0.289761675509368,0.461625714666336,0.576087648314002,0.399982597422659,0.506959961652681,0.271950775086206,0.447222437034357,0.296992716592983,"No Potable"
0.0599118816223346,0.312132067502023,0.541087535246817,0.534007651828008,0.225651619648706,0.34007022551586,0.453627127228567,0.347865513324184,0.451417194862681,"No Potable"
0.543171826673644,0.666423870749111,0.25158100729287,0.722444627969979,0.497365882196474,0.651637847629079,0.713366855283688,0.588146333992222,0.714702095314024,"No Potable"
0.728009536270085,0.367228796153341,0.258727046520058,0.54560516931188,0.309696380298112,0.608732639433075,0.919325526297292,0.321607417224439,0.76234901350601,"No Potable"
0.493970385656259,0.32597171814473,0.805013071896642,0.652107612922038,0.464701645370365,0.859702876180784,0.688307031626522,0.955734734283653,0.506118763148985,"No Potable"
0,0.450053446826349,0.77458080737535,0.459154685599922,0.497365882196474,0.595462934842981,0.436498147972167,0.28603573888204,0.687437147769619,"No Potable"
0.722420673663798,0.546240716601695,0.509287385663807,0.644611138368904,0.688540660816867,0.524206753563629,0.654308307623069,0.447106433232659,0.477734836625843,"No Potable"
0.493970385656259,0.605375654038572,0.499175604060461,0.479377044387854,0.502260281460225,0.585378701227534,0.35035635902178,0.536948948275875,0.365307859567478,"No Potable"
0.78016923785441,0.863278500911449,0.209012896902832,0.604764259787804,0.610149482164208,0.328835427457763,0.14512069737578,0.643007190732459,0.866702321598225,"No Potable"
0.346816331660892,0.457535946180721,0.616836361976575,0.414708487898896,0.606561479520135,0.11677804334156,0.51809698690023,0.584513657098795,0.501731796649675,"No Potable"
0.711336477740568,0.430682680167562,0.290199458602613,0.107177227412628,0.307774871676769,0.585913844252309,0.661283128394544,0.276786275407576,0.49822342287514,"No Potable"
0.847325674139283,0.66263535336875,0.269379374735555,0.521222013832054,0.488729445077386,0.349163079125349,0.492210121283987,0.498564679416828,0.799348449855571,"No Potable"
0.625917712921696,0.685384705820646,0.278343040742473,0.522890034851456,0.595093388752397,0.546551742542029,0.0409316795886601,0.455928160188986,0.563306528579349,"No Potable"
0.60227974651659,0.848510736575491,0.81231278981047,0.659198564690546,1,0.318297505713753,0.676659820656341,0.422907461260467,0.442208051262094,"No Potable"
0,0.595875999808354,0.447287535677338,0.682220404564351,0.615765122634484,0.349535366274572,0.71687128080857,0.696448097834039,0.223881639909044,"No Potable"
0.448417608415476,0.636032877968325,0.484170908459754,0.505579377520841,0.497365882196474,0.390758703474348,0.639969773497026,0.592773922949147,0.484050968871492,"No Potable"
0.493970385656259,0.460223576000045,0.623255928090438,0.81371515111176,0.676372208913884,0.155362842436848,0.451773701180316,0.504975608367386,0.891049019097788,"No Potable"
0.517264209352525,0.908694378175934,0.309587492856132,0.737405449608887,0.687621400060254,0.212773684508653,0.657962785607523,0.691917913669004,0.647827859220321,"No Potable"
0.976978014840264,0.774211974498648,0.337228653812736,0.282574598609206,0.711488306705589,0.45536376482607,0.60126104851752,0.430740808674235,0.371712353817031,"No Potable"
0.550797028392857,0.0340048885905389,0.191732054015571,0.470758629034782,0,0.642360508388216,0.447359094849834,0.498564679416828,0.30651260697064,"No Potable"
0.616012592707974,0.498900523806507,0.948753526432788,0.526855014897713,0.497365882196474,0.540459151862464,0.51976862467377,0.498564679416828,1,"No Potable"
0.469164926354307,0.124030527249232,0.609123340059018,0.496272593416005,0.302176152101931,0.3242967100102,0.727752440530227,0.681531461351513,0.466442565600423,"No Potable"
0.493970385656259,0.187389469727037,0.360507334890895,0.571181496102188,0.497365882196474,0.597325686567659,0.738746512808813,0.286512773193057,0.663664235936384,"No Potable"
0.493970385656259,0.713794078272636,0.608790697029934,0.501930158276257,0.767111862750712,0.178818126292243,0.236570588007481,0.571429510835883,0.553643684530132,"No Potable"
0.570208005011611,0.941399368273024,0.596357630868025,0.918660740941065,0.497365882196474,0.676519692322627,0.607195211440421,0.379871939178851,0.243253624638148,"No Potable"
0.731888265625577,0.716552355126616,0.642482174625405,0.588224716690711,0.766768039447274,0.518357025741601,0.608784251334619,0.581077312040021,0.45353406950818,"No Potable"
1,0.628467685595877,0.614058035958895,0.725300985978562,0.7687729555929,0.412087290372344,0.0697026544711132,0.411570146054163,0.338550698432166,"No Potable"
0.493970385656259,0.851053486323303,0.65259776328358,0.850319495503979,1,0.589294362462472,0.439296016482988,0.719060824908083,0.755212222815437,"No Potable"
0.546663550051937,0.568801327630367,0.55251364254728,0.81386401023444,0.7144714886096,0.369472853824758,0.345883960564486,0.513282061180512,0.604320782354243,"No Potable"
1,0.698043097206944,0.365740530175755,0.37079612678707,0.497365882196474,0.672946405398972,0.540257379192588,1,0.462244878465331,"No Potable"
0.410923514573865,0.534702214122697,0.376674567840862,0.384379028553745,0.446848972005557,0.624956120528765,0.623749645713241,0.24459973121007,0.400708043115034,"No Potable"
0.432502574974902,0.218276810423496,0.237879833838417,0.0759011379004544,0,0.530471098986683,0.553041389666406,0.469364422756364,0.462978247721616,"No Potable"
0.179710418309939,0.239824669539228,0.778479959931813,0.500040699345264,0.39768517418162,0.665594012225959,0.722668383625954,0.456743162305841,0.329091845484076,"No Potable"
0.474683504363515,0.242455572130126,0.396582082954203,0.222655503931238,0.0657102282258317,0.534217173571216,0.726464891815983,0.360761153885157,0.179955930825841,"No Potable"
0.641890822268969,0.808512909927974,0.715535004729086,0.81629243458703,0.994448374846727,0.607487507533285,0.356218032555728,0,0.401498605710264,"No Potable"
0.3437045240491,0.504664567747187,0.800631480033092,0.626960432778361,0.843841775496396,0.362777787566657,0.822065862717843,0.190403736868783,0.554583167556186,"No Potable"
0.369464541195703,0.469546440938674,0.625205334784934,0.501167680919241,0.391612143484251,0.552730510957334,0.781530115602331,0.42859702335285,0.626976532176388,"No Potable"
0.341352529908386,0.274017633306435,0.324733809732581,0.545654831624079,0.290397222072957,0.292144419661338,0.388536438792985,0.529738334479397,0.381511835970741,"No Potable"
0.665746591301094,0.381582809467287,0.618124060260411,0.737092557902512,0.505244204904982,0.442395274323565,0.590415706325903,0.6839959548539,0.35680909731942,"No Potable"
0.890696512459871,0.532992542952314,0.285792440455751,0.336412483919723,0.450276730846862,0.520718771034196,0.490390344638868,0.461185036146275,0.45113762293411,"No Potable"
0.671745031914962,0.526086634772639,0.602558111941234,0.517769200226948,0.578256136674869,0.719363431202414,0.601882157629099,0.494683825884321,0.575282262464426,"No Potable"
0.738724062464733,0.960003635799929,0.347571567063353,0.34798946229667,0.497365882196474,1,0.826832193792324,0.35394032768398,0.405473258382373,"No Potable"
0.493970385656259,0.315575445398758,0.463339666725019,0.228545099119937,0.497365882196474,0.807122450303921,0.333424997354825,0.498564679416828,0.431591115052344,"No Potable"
0.461002753067252,0.439050485412513,1,0.376300236728172,0.642395224563942,0.391571086517589,0.405086728624955,0.401281913608666,0.277824385902635,"No Potable"
0.623607105355143,0.547186248757525,0.557707579701978,0.600902527309432,0.533594593849246,0.598493092105987,0.593596393102341,0.743646172773809,0.544229615836602,"No Potable"
0.169034487765622,0.651252549128392,0.482618619923794,0.39049174406934,0.333723963068016,0.41954440222498,0.707237047605488,0.340788942295404,0.370770349486822,"No Potable"
0.363972513574896,0.476002851872479,0.29479639421265,0.336207163675156,0.441173234906652,0.737020703987663,0.520916375269589,0.422921805575228,0.400831380882775,"No Potable"
0.493970385656259,0.250371756062952,0.443625058643652,0.619485943773703,0.497365882196474,0.644639784336356,0.667593522173558,0.566338742745376,0.605492339143624,"No Potable"
0.923170770564649,0.923856617060327,0.183117613394171,0.654537952085358,0.691705375718983,0.347992058982275,0.540927482092174,0.325019901109588,0.657112781087764,"No Potable"
0.901413122125354,0.224384976317546,0.523933366223183,0.475414952154141,0.495555275847247,0.485790956662363,0.631263141488863,0.791479291180381,0.723945842260915,"No Potable"
0.203840634358605,0,0.443467196263824,0.473931258302238,0.497365882196474,0.381636805260666,0.546118081095218,0.899615208308134,0.319264806421324,"No Potable"
0.587873168564452,0.51817068379795,0.359264866998122,0.849615114977412,0.686431743165751,0.493044015652658,0.29004563863194,0.919422189073593,0.254162787012088,"No Potable"
0.295484667244939,0.238125740657607,0.552414944169189,0.425798410905499,0.224169093808243,0.262916970531955,0.35490737000297,0.737664406114522,0.669464852941277,"No Potable"
0.422459971925201,0.50293834809607,0.389480575482592,0.171081158689606,0.173709501112372,0.135160342912927,0.251546080452365,0.588573359929081,0.642822800432347,"No Potable"
0.143189606303908,0.399627300671603,0.29736050448846,0.733479746148686,0.412305815019596,0.85247851714548,0.393676420427252,0.442192957985463,0.605746518755322,"No Potable"
0.637366097507089,0.760425808835754,0.422559513161971,0.340350884650584,0.497365882196474,0.523462642807667,0.185628834797391,0.508078691145058,0.434527123393223,"No Potable"
0.473801899417378,0.625739852743975,0.441920619223377,0.522792557491548,0.547804272177767,0.355020149346656,0.238547580937947,0.43088438869673,0.0650479772783171,"No Potable"
0.493970385656259,1,0.497207080553054,0.456294238520267,0.574311292991192,0.438777139753758,0.532912608566107,0.50584490173893,0.611807204068147,"No Potable"
0.493970385656259,0.462456052657188,0.267425745258731,0.188681152710032,0.310945743254455,0.447241845656961,0.364480689710352,0.440425251506605,0.380530237798403,"No Potable"
0.717829944547185,0.599344512356299,0.765785750405347,0.695977873985352,0.883850007710124,0.615416558769643,0.471614466562893,0.498564679416828,0.453311918573565,"No Potable"
0.602405643174172,0.733499151677765,0.479588439136747,0.398366574662485,0.549059439015507,0.604464320080204,0.504905193467511,0.12436729824859,0.441218101262075,"No Potable"
0.493970385656259,0.819603942026958,0.43199631894624,0.707364071463388,0.497365882196474,0.53253207464162,0.628729090932515,0.478668661304456,0.454677470710507,"No Potable"
0.79095132839474,0.783272223739202,0.505500854496113,0.6796991975233,0.757090797099254,0.406154249525733,0.307849828075587,0.614890311700169,0.64893464032098,"No Potable"
0.364063976221718,0.226636989094472,0.382779124180618,0.637585348269594,0.459011830707193,0.623714798693547,0.497905419718122,0.450809949891539,0.585941292260595,"No Potable"
0.351568521555967,0.152995574199663,0.208822657046274,0.563745136484041,0.0810557314273271,0.481141690627746,0.618220575885482,0.300648849379534,0.656468732822061,"No Potable"
0.493970385656259,0.534506912960199,0.261976065138648,0.760124192914802,0.54688741195581,0.484545528254575,0.487060004216072,0.451401019281321,0.195669017640328,"No Potable"
0.536766989719668,0.989402223227443,0.320811040996857,0.623857320164968,0.88166827699892,0.482431006018528,0.636352402141303,0.528474195927724,0.43543906420551,"No Potable"
0.493970385656259,0.332610341971792,0.889337744568767,0.428783988983736,0.497365882196474,0.6973656905548,0.455717117023404,0.173522395697364,0.590330953789098,"No Potable"
0.746019801824767,0.530199016209742,0.587558431973799,0.480621138834567,0.639424488346681,0.254906641580892,0.686635617144474,0.525073625219355,0.804798079208688,"No Potable"
0.493970385656259,0.55494184679352,0.451259641077626,0.460869190265879,0.661647661538977,0.626158366570466,0.390137142128491,0.548997000336576,0.531235394791883,"No Potable"
0.669455599835906,0.0629112689588068,0.223764983076349,0.337381379177847,0.00359649811186885,0.638174508607332,0.368191850393123,0.799244184674195,0.249147122784845,"No Potable"
0.691515392300919,0.559029039879876,0.783974756436678,0.414444569933313,0.600042025362781,0.447699079257286,0.597617987236611,0.666059858453326,0.496393570353004,"No Potable"
0.493970385656259,0.732886857571566,0.46764570934279,0.445750492230507,0.497365882196474,0.303921619466781,0.245848357794056,0.635781472071032,0.344627739437066,"No Potable"
0.493970385656259,0.756915827333923,0.577119692360551,0.494135425909326,0.791820319330369,0.329836139000457,0.507263813142777,0.575417377916896,0.437909833558995,"No Potable"
0.879324667093766,0.73426579500286,0.341327370632016,0.199891553129888,0.497365882196474,0.185947053863161,0.632823325510459,0.684450717894759,0.558917144138116,"No Potable"
0.61886555304795,0.462579016380095,0.165669910223253,0.213712322450917,0.190425147303605,0.680259456635668,0.56761868440102,0.729187470096028,0.645852377391354,"No Potable"
0.0849632678286152,0.141652087671744,0.641220399445393,0.731477950714501,0.234458166604314,0.523733646472279,0.666277139934372,0.454859883727739,0.597715053183456,"No Potable"
0.5261995794358,0.527801042839077,0.527110046642398,0.579263174636358,0.55439503579381,0.834869594679754,0.454064177278483,0.449961208381216,0.402481052534773,"No Potable"
0.493970385656259,0.898363090459093,0.431282459583488,0.706672033086452,0.763439930341533,0.127895914600011,0.41611817950238,0.275147562994933,0.428226710405239,"No Potable"
